time,temperature_2m,apparent_temperature,precipitation,rain,snowfall,cloudcover,relativehumidity_2m,surface_pressure,windspeed_10m,winddirection_10m,windgusts_10m,shortwave_radiation,weathercode,city
2026-01-26 18:00:00,0.4,-2.5,0.0,0.0,0.0,28,84,1008.3,3.5,294,15.8,0.0,1,lille
2026-01-26 19:00:00,0.1,-2.8,0.0,0.0,0.0,21,85,1008.6,3.5,285,16.2,0.0,1,lille
2026-01-26 20:00:00,-0.3,-3.2,0.0,0.0,0.0,15,87,1008.9,3.0,284,17.6,0.0,0,lille
2026-01-26 21:00:00,-0.9,-3.6,0.0,0.0,0.0,10,89,1009.2,2.2,284,19.1,0.0,0,lille
2026-01-26 22:00:00,-1.3,-4.0,0.0,0.0,0.0,7,91,1009.4,1.5,284,21.2,0.0,0,lille
2026-01-26 23:00:00,-1.7,-4.3,0.0,0.0,0.0,5,92,1009.6,0.7,284,23.4,0.0,0,lille
2026-01-20 00:00:00,7.8,6.2,0.0,0.0,0.0,77,94,1016.4,5.4,188,12.2,0.0,3,bordeaux
2026-01-20 01:00:00,7.4,5.9,0.0,0.0,0.0,65,95,1016.2,5.1,176,10.8,0.0,2,bordeaux
2026-01-20 02:00:00,7.0,5.5,0.0,0.0,0.0,67,96,1016.3,4.7,180,9.4,0.0,2,bordeaux
2026-01-20 03:00:00,7.1,5.7,0.0,0.0,0.0,71,97,1015.5,4.3,175,9.0,0.0,2,bordeaux
2026-01-20 04:00:00,6.9,5.3,0.0,0.0,0.0,79,97,1015.3,4.5,166,8.3,0.0,2,bordeaux
2026-01-20 05:00:00,6.6,5.0,0.0,0.0,0.0,100,98,1015.2,4.7,157,8.6,0.0,45,bordeaux
2026-01-20 06:00:00,6.3,4.7,0.0,0.0,0.0,100,99,1015.2,4.9,163,9.0,0.0,45,bordeaux
2026-01-20 07:00:00,6.1,4.3,0.0,0.0,0.0,100,99,1014.5,5.6,165,11.2,0.0,3,bordeaux
2026-01-20 08:00:00,6.2,4.1,0.0,0.0,0.0,100,98,1014.7,7.1,165,13.7,3.8,3,bordeaux
2026-01-20 09:00:00,6.5,4.5,0.0,0.0,0.0,100,98,1014.2,7.0,159,14.8,67.8,3,bordeaux
2026-01-20 10:00:00,7.4,5.3,0.0,0.0,0.0,100,95,1014.2,8.7,156,17.6,139.8,3,bordeaux
2026-01-20 11:00:00,8.5,6.4,0.0,0.0,0.0,98,91,1013.6,9.4,162,20.2,257.0,3,bordeaux
2026-01-20 12:00:00,9.4,7.1,0.0,0.0,0.0,95,86,1013.1,11.4,156,23.4,321.5,3,bordeaux
2026-01-20 13:00:00,10.2,7.8,0.0,0.0,0.0,83,83,1012.0,12.1,153,24.8,334.8,3,bordeaux
2026-01-20 14:00:00,10.7,8.1,0.0,0.0,0.0,88,80,1011.6,13.4,160,27.4,297.0,3,bordeaux
2026-01-20 15:00:00,10.8,8.2,0.0,0.0,0.0,71,80,1010.5,13.1,164,27.4,198.2,2,bordeaux
2026-01-20 16:00:00,10.6,8.1,0.0,0.0,0.0,94,78,1009.9,12.4,170,25.9,114.8,3,bordeaux
2026-01-20 17:00:00,9.8,7.3,0.0,0.0,0.0,49,84,1008.8,11.9,151,24.5,20.0,2,bordeaux
2026-01-20 18:00:00,8.9,6.4,0.0,0.0,0.0,100,89,1008.4,12.1,153,23.0,0.0,3,bordeaux
2026-01-20 19:00:00,8.3,5.7,0.0,0.0,0.0,100,90,1008.1,12.4,154,23.8,0.0,3,bordeaux
2026-01-20 20:00:00,7.7,5.0,0.0,0.0,0.0,100,92,1008.2,12.5,162,24.1,0.0,3,bordeaux
2026-01-20 21:00:00,7.3,4.4,0.0,0.0,0.0,100,92,1007.9,13.2,158,25.6,0.0,3,bordeaux
2026-01-20 22:00:00,7.0,4.1,0.0,0.0,0.0,100,91,1007.6,12.8,164,25.6,0.0,3,bordeaux
2026-01-20 23:00:00,7.0,4.2,0.0,0.0,0.0,100,89,1007.4,11.5,166,24.5,0.0,3,bordeaux
2026-01-21 00:00:00,6.9,4.0,0.0,0.0,0.0,100,89,1007.0,12.2,161,23.8,0.0,3,bordeaux
2026-01-21 01:00:00,6.9,4.0,0.0,0.0,0.0,100,88,1006.7,11.7,162,23.8,0.0,61,bordeaux
2026-01-21 02:00:00,6.9,3.8,0.0,0.0,0.0,98,88,1006.1,13.1,159,25.2,0.0,61,bordeaux
2026-01-21 03:00:00,6.9,3.6,0.0,0.0,0.0,81,86,1005.0,14.0,157,27.4,0.0,3,bordeaux
2026-01-21 04:00:00,6.9,3.6,0.0,0.0,0.0,81,85,1003.7,13.4,160,27.4,0.0,2,bordeaux
2026-01-21 05:00:00,6.6,3.3,0.0,0.0,0.0,92,85,1003.0,13.4,156,26.3,0.0,3,bordeaux
2026-01-21 06:00:00,6.2,2.8,0.0,0.0,0.0,49,89,1002.3,14.8,154,28.8,0.0,2,bordeaux
2026-01-21 07:00:00,6.0,2.3,0.0,0.0,0.0,27,92,1001.5,16.9,151,32.8,0.0,1,bordeaux
2026-01-21 08:00:00,6.1,2.4,0.0,0.0,0.0,63,94,1000.1,17.6,149,34.6,5.5,2,bordeaux
2026-01-21 09:00:00,7.0,3.2,0.0,0.0,0.0,100,92,999.3,18.8,154,37.1,82.8,3,bordeaux
2026-01-21 10:00:00,8.5,4.9,0.0,0.0,0.0,100,86,998.3,18.4,149,37.1,187.0,3,bordeaux
2026-01-21 11:00:00,10.3,6.9,0.0,0.0,0.0,100,79,997.3,17.6,152,36.0,254.2,3,bordeaux
2026-01-21 12:00:00,11.6,8.4,0.0,0.0,0.0,100,74,995.9,16.8,149,34.6,227.0,3,bordeaux
2026-01-21 13:00:00,12.0,8.9,0.0,0.0,0.0,100,73,994.7,16.6,153,33.5,160.0,3,bordeaux
2026-01-21 14:00:00,11.7,9.0,0.3,0.3,0.0,100,78,994.0,15.3,161,32.4,96.8,61,bordeaux
2026-01-21 15:00:00,11.1,8.3,1.8,1.8,0.0,100,85,992.8,16.6,156,32.0,45.2,61,bordeaux
2026-01-21 16:00:00,11.2,8.3,1.5,1.5,0.0,100,84,991.5,17.7,151,34.9,32.5,61,bordeaux
2026-01-21 17:00:00,11.3,8.1,0.0,0.0,0.0,100,81,990.7,18.8,154,36.7,11.8,3,bordeaux
2026-01-21 18:00:00,11.3,8.6,0.0,0.0,0.0,100,90,990.5,18.0,147,36.7,0.0,61,bordeaux
2026-01-21 19:00:00,11.3,8.9,0.4,0.4,0.0,100,92,990.3,16.9,156,34.6,0.0,61,bordeaux
2026-01-21 20:00:00,11.0,8.7,0.9,0.9,0.0,97,83,991.3,13.0,219,31.0,0.0,61,bordeaux
2026-01-21 21:00:00,9.9,7.6,0.7,0.7,0.0,100,83,990.8,10.8,182,25.2,0.0,61,bordeaux
2026-01-21 22:00:00,9.5,6.6,0.5,0.5,0.0,100,83,990.1,14.0,168,27.0,0.0,61,bordeaux
2026-01-21 23:00:00,9.1,6.4,0.2,0.2,0.0,100,85,990.4,13.2,169,27.4,0.0,61,bordeaux
2026-01-22 00:00:00,8.7,6.2,0.2,0.2,0.0,49,88,990.3,11.6,173,25.6,0.0,80,bordeaux
2026-01-22 01:00:00,8.5,6.0,0.0,0.0,0.0,91,88,990.9,11.5,178,22.3,0.0,3,bordeaux
2026-01-22 02:00:00,8.9,6.0,0.0,0.0,0.0,82,87,991.2,14.5,194,27.7,0.0,3,bordeaux
2026-01-22 03:00:00,8.8,6.1,0.0,0.0,0.0,98,91,991.1,13.9,190,28.4,0.0,3,bordeaux
2026-01-22 04:00:00,8.6,5.8,0.0,0.0,0.0,63,92,991.0,15.0,190,28.8,0.0,2,bordeaux
2026-01-22 05:00:00,8.9,6.2,0.0,0.0,0.0,84,90,990.9,13.9,201,28.8,0.0,3,bordeaux
2026-01-22 06:00:00,9.6,6.6,0.0,0.0,0.0,87,85,991.0,16.1,220,31.3,0.0,3,bordeaux
2026-01-22 07:00:00,9.9,6.8,0.0,0.0,0.0,93,84,991.8,17.0,237,33.8,0.0,3,bordeaux
2026-01-22 08:00:00,10.0,6.8,0.0,0.0,0.0,88,84,992.8,17.7,245,35.6,3.6,3,bordeaux
2026-01-22 09:00:00,10.4,7.2,0.0,0.0,0.0,78,83,994.0,17.5,249,37.3,65.5,2,bordeaux
2026-01-22 10:00:00,11.2,7.9,0.0,0.0,0.0,60,79,994.8,18.8,253,39.2,175.0,2,bordeaux
2026-01-22 11:00:00,11.7,8.4,0.2,0.0,0.0,90,76,995.2,18.7,259,42.5,241.0,3,bordeaux
2026-01-22 12:00:00,12.0,8.6,0.3,0.0,0.0,70,74,995.3,19.1,270,45.7,262.0,80,bordeaux
2026-01-22 13:00:00,12.1,8.7,0.2,0.0,0.0,72,72,995.4,19.1,268,49.0,283.0,80,bordeaux
2026-01-22 14:00:00,11.8,8.5,0.4,0.0,0.0,79,74,995.8,18.4,267,48.2,261.0,80,bordeaux
2026-01-22 15:00:00,11.1,8.1,0.4,0.0,0.0,79,81,996.3,16.8,260,44.6,164.0,80,bordeaux
2026-01-22 16:00:00,10.7,8.1,0.2,0.0,0.0,60,81,996.4,13.8,250,37.8,93.0,2,bordeaux
2026-01-22 17:00:00,9.8,7.4,0.0,0.0,0.0,52,85,996.6,11.6,240,28.8,23.0,2,bordeaux
2026-01-22 18:00:00,8.6,6.8,0.0,0.0,0.0,65,92,996.6,7.7,208,23.4,0.0,2,bordeaux
2026-01-22 19:00:00,8.1,6.1,0.0,0.0,0.0,53,94,996.5,8.7,185,17.3,0.0,2,bordeaux
2026-01-22 20:00:00,7.4,5.2,0.0,0.0,0.0,70,94,995.7,8.7,175,18.0,0.0,2,bordeaux
2026-01-22 21:00:00,6.8,4.5,0.0,0.0,0.0,99,95,994.8,9.4,157,18.0,0.0,3,bordeaux
2026-01-22 22:00:00,6.5,3.9,0.0,0.0,0.0,100,94,993.3,10.9,146,21.6,0.0,3,bordeaux
2026-01-22 23:00:00,6.7,3.7,0.0,0.0,0.0,100,92,992.1,12.6,143,25.6,0.0,3,bordeaux
2026-01-23 00:00:00,6.8,3.5,0.1,0.0,0.0,100,89,991.1,14.1,140,29.5,0.0,3,bordeaux
2026-01-23 01:00:00,6.8,3.3,0.5,0.5,0.0,100,90,990.6,15.9,142,32.4,0.0,61,bordeaux
2026-01-23 02:00:00,6.9,3.1,0.3,0.3,0.0,100,88,990.0,17.9,150,38.2,0.0,61,bordeaux
2026-01-23 03:00:00,6.8,2.7,0.3,0.3,0.0,97,88,989.4,19.7,159,41.0,0.0,61,bordeaux
2026-01-23 04:00:00,6.9,3.1,0.4,0.4,0.0,97,87,988.9,17.8,159,40.3,0.0,61,bordeaux
2026-01-23 05:00:00,6.6,3.3,1.5,1.5,0.0,100,90,989.7,14.4,183,36.0,0.0,61,bordeaux
2026-01-23 06:00:00,6.7,3.5,0.9,0.7,0.0,98,90,989.8,13.8,174,29.9,0.0,61,bordeaux
2026-01-23 07:00:00,6.7,3.5,0.8,0.8,0.0,100,90,990.6,14.1,176,29.5,0.0,61,bordeaux
2026-01-23 08:00:00,6.6,3.9,0.2,0.2,0.0,92,86,990.5,9.1,171,28.8,3.0,61,bordeaux
2026-01-23 09:00:00,6.8,3.5,0.0,0.0,0.0,100,86,990.9,14.0,181,28.8,56.0,3,bordeaux
2026-01-23 10:00:00,8.2,5.0,0.0,0.0,0.0,93,87,991.3,15.6,195,33.8,152.0,3,bordeaux
2026-01-23 11:00:00,9.3,7.0,0.0,0.0,0.0,100,85,991.3,10.0,193,36.7,225.0,3,bordeaux
2026-01-23 12:00:00,9.7,5.6,0.6,0.0,0.0,100,78,991.6,21.9,226,52.2,276.0,80,bordeaux
2026-01-23 13:00:00,10.3,6.4,0.3,0.0,0.0,100,74,991.6,20.0,231,49.3,292.0,3,bordeaux
2026-01-23 14:00:00,10.7,7.3,0.3,0.0,0.0,100,69,991.5,16.0,234,42.1,267.0,3,bordeaux
2026-01-23 15:00:00,10.7,7.7,0.3,0.0,0.0,100,67,991.4,11.7,236,33.8,213.0,3,bordeaux
2026-01-23 16:00:00,9.8,7.4,0.0,0.0,0.0,67,70,991.5,8.2,232,24.8,136.0,0,bordeaux
2026-01-23 17:00:00,8.5,6.5,0.0,0.0,0.0,33,76,991.6,5.2,214,15.1,42.0,0,bordeaux
2026-01-23 18:00:00,7.3,5.4,0.0,0.0,0.0,0,82,991.8,4.0,180,8.3,0.0,0,bordeaux
2026-01-23 19:00:00,6.4,4.5,0.0,0.0,0.0,33,86,992.1,4.2,160,6.5,0.0,3,bordeaux
2026-01-23 20:00:00,5.6,3.5,0.0,0.0,0.0,67,89,992.3,4.7,157,7.9,0.0,3,bordeaux
2026-01-23 21:00:00,5.0,2.8,0.0,0.0,0.0,100,91,992.5,4.7,157,9.0,0.0,3,bordeaux
2026-01-23 22:00:00,4.5,2.4,0.0,0.0,0.0,100,92,992.7,4.3,156,9.0,0.0,3,bordeaux
2026-01-23 23:00:00,4.2,2.1,0.0,0.0,0.0,100,92,992.8,4.0,153,9.0,0.0,3,bordeaux
2026-01-24 00:00:00,4.0,1.8,0.0,0.0,0.0,100,92,992.9,3.5,156,9.0,0.0,3,bordeaux
2026-01-24 01:00:00,3.8,1.8,0.0,0.0,0.0,100,93,993.1,3.0,166,9.7,0.0,3,bordeaux
2026-01-24 02:00:00,3.7,1.6,0.0,0.0,0.0,100,93,993.4,2.5,188,10.8,0.0,3,bordeaux
2026-01-24 03:00:00,3.6,1.7,0.0,0.0,0.0,100,94,993.6,2.3,198,11.2,0.0,3,bordeaux
2026-01-24 04:00:00,3.5,1.5,0.2,0.0,0.0,99,95,993.7,2.5,172,10.4,0.0,45,bordeaux
2026-01-24 05:00:00,3.5,1.4,0.2,0.0,0.0,97,96,993.7,3.6,143,9.0,0.0,45,bordeaux
2026-01-24 06:00:00,3.5,1.3,0.2,0.0,0.0,96,97,993.8,4.6,135,7.9,0.0,45,bordeaux
2026-01-24 07:00:00,3.5,1.3,0.0,0.0,0.0,97,97,994.1,4.3,132,7.6,0.0,3,bordeaux
2026-01-24 08:00:00,3.6,1.6,0.0,0.0,0.0,99,97,994.5,3.3,131,7.9,10.0,3,bordeaux
2026-01-24 09:00:00,4.1,2.1,0.0,0.0,0.0,100,95,994.8,2.8,140,9.0,59.0,3,bordeaux
2026-01-24 10:00:00,5.3,3.3,0.0,0.0,0.0,100,92,995.0,4.2,149,12.2,131.0,3,bordeaux
2026-01-24 11:00:00,6.9,4.7,0.0,0.0,0.0,100,87,995.1,6.6,158,16.2,217.0,3,bordeaux
2026-01-24 12:00:00,8.2,5.9,0.0,0.0,0.0,100,82,995.1,7.9,164,19.1,284.0,3,bordeaux
2026-01-24 13:00:00,9.1,6.7,0.0,0.0,0.0,100,75,994.9,7.9,177,19.1,309.0,3,bordeaux
2026-01-24 14:00:00,9.7,7.2,0.0,0.0,0.0,100,67,994.7,7.5,197,17.6,293.0,3,bordeaux
2026-01-24 15:00:00,9.8,7.1,0.0,0.0,0.0,100,63,994.5,7.2,207,15.8,236.0,3,bordeaux
2026-01-24 16:00:00,8.9,6.5,0.0,0.0,0.0,70,68,994.5,5.7,198,13.3,145.0,1,bordeaux
2026-01-24 17:00:00,7.4,5.3,0.0,0.0,0.0,40,77,994.5,4.0,170,10.4,41.0,1,bordeaux
2026-01-24 18:00:00,6.0,3.9,0.0,0.0,0.0,10,85,994.7,4.3,138,8.6,0.0,1,bordeaux
2026-01-24 19:00:00,5.0,2.8,0.0,0.0,0.0,7,89,994.9,4.8,132,8.6,0.0,0,bordeaux
2026-01-24 20:00:00,4.1,1.6,0.0,0.0,0.0,3,90,995.4,5.6,130,9.7,0.0,0,bordeaux
2026-01-24 21:00:00,3.5,0.9,0.0,0.0,0.0,0,91,995.6,6.1,135,11.5,0.0,0,bordeaux
2026-01-24 22:00:00,3.2,0.4,0.0,0.0,0.0,33,90,995.5,7.2,143,13.7,0.0,3,bordeaux
2026-01-24 23:00:00,3.2,0.1,0.0,0.0,0.0,67,87,995.2,8.4,149,16.6,0.0,3,bordeaux
2026-01-25 00:00:00,3.3,-0.0,0.0,0.0,0.0,100,85,994.9,9.2,154,18.4,0.0,3,bordeaux
2026-01-25 01:00:00,3.4,0.1,0.0,0.0,0.0,99,85,994.7,9.5,155,18.7,0.0,3,bordeaux
2026-01-25 02:00:00,3.5,0.3,0.0,0.0,0.0,97,86,994.5,9.0,157,18.0,0.0,3,bordeaux
2026-01-25 03:00:00,3.8,0.8,0.0,0.0,0.0,96,87,994.2,8.6,158,17.6,0.0,3,bordeaux
2026-01-25 04:00:00,4.4,1.8,0.67,0.55,0.0,97,90,993.8,7.3,170,18.1,0.0,61,bordeaux
2026-01-25 05:00:00,5.2,2.9,0.65,0.5,0.0,97,94,993.4,6.2,191,18.4,0.0,61,bordeaux
2026-01-25 06:00:00,5.9,3.8,0.62,0.45,0.0,95,95,993.0,6.1,211,18.7,0.0,61,bordeaux
2026-01-25 07:00:00,6.1,3.4,0.0,0.0,0.0,100,94,994.8,10.4,180,18.0,0.0,3,bordeaux
2026-01-25 08:00:00,6.3,3.7,0.0,0.0,0.0,100,95,994.5,10.4,178,19.1,8.0,3,bordeaux
2026-01-25 09:00:00,6.7,4.1,0.0,0.0,0.0,100,93,994.2,10.8,182,20.9,48.0,3,bordeaux
2026-01-25 10:00:00,7.6,4.8,0.0,0.0,0.0,100,88,993.9,11.9,194,24.8,109.0,3,bordeaux
2026-01-25 11:00:00,8.6,5.5,0.0,0.0,0.0,100,80,993.5,13.8,208,29.9,181.0,3,bordeaux
2026-01-25 12:00:00,9.3,6.0,0.0,0.0,0.0,100,76,993.1,15.2,216,33.1,228.0,3,bordeaux
2026-01-25 13:00:00,9.5,6.3,0.4,0.0,0.0,100,77,992.6,14.6,218,33.1,223.0,3,bordeaux
2026-01-25 14:00:00,9.3,6.5,0.4,0.0,0.0,100,80,992.0,12.5,219,31.3,179.0,3,bordeaux
2026-01-25 15:00:00,8.9,6.4,0.4,0.0,0.0,100,84,991.7,10.8,217,28.1,127.0,3,bordeaux
2026-01-25 16:00:00,8.3,6.1,0.0,0.0,0.0,100,88,991.7,9.0,209,23.0,77.0,3,bordeaux
2026-01-25 17:00:00,7.6,5.6,0.0,0.0,0.0,100,92,991.8,7.3,191,16.9,23.0,3,bordeaux
2026-01-25 18:00:00,7.0,5.0,0.0,0.0,0.0,100,95,992.1,6.8,177,12.6,0.0,3,bordeaux
2026-01-25 19:00:00,6.7,4.8,0.0,0.0,0.0,98,96,992.5,6.9,171,12.2,0.0,3,bordeaux
2026-01-25 20:00:00,6.7,4.6,0.0,0.0,0.0,95,96,992.9,7.3,171,14.0,0.0,3,bordeaux
2026-01-25 21:00:00,6.6,4.5,0.0,0.0,0.0,93,96,993.4,7.2,177,15.1,0.0,3,bordeaux
2026-01-25 22:00:00,6.3,4.3,0.0,0.0,0.0,79,96,993.9,6.5,186,14.8,0.0,2,bordeaux
2026-01-25 23:00:00,5.9,3.9,0.0,0.0,0.0,65,96,994.4,6.0,205,13.7,0.0,2,bordeaux
2026-01-26 00:00:00,5.6,3.5,0.0,0.0,0.0,51,96,994.8,5.9,223,13.0,0.0,2,bordeaux
2026-01-26 01:00:00,5.4,3.3,0.0,0.0,0.0,53,96,995.3,5.9,232,12.2,0.0,2,bordeaux
2026-01-26 02:00:00,5.2,3.1,0.0,0.0,0.0,56,96,995.7,5.8,240,11.5,0.0,2,bordeaux
2026-01-26 03:00:00,5.0,2.9,0.0,0.0,0.0,58,96,996.1,5.6,243,10.8,0.0,2,bordeaux
2026-01-26 04:00:00,4.7,2.5,0.0,0.0,0.0,58,96,996.3,5.2,236,10.1,0.0,45,bordeaux
2026-01-26 05:00:00,4.3,2.1,0.0,0.0,0.0,59,97,996.5,4.8,222,9.0,0.0,45,bordeaux
2026-01-26 06:00:00,4.2,2.0,0.0,0.0,0.0,59,97,996.7,4.8,207,8.6,0.0,45,bordeaux
2026-01-26 07:00:00,4.4,2.3,0.0,0.0,0.0,58,97,997.1,4.9,197,8.3,0.0,2,bordeaux
2026-01-26 08:00:00,4.9,2.9,0.0,0.0,0.0,58,97,997.5,4.7,189,7.9,18.0,2,bordeaux
2026-01-26 09:00:00,5.7,3.8,0.0,0.0,0.0,57,96,997.7,4.8,193,9.0,96.0,2,bordeaux
2026-01-26 10:00:00,7.2,5.4,0.2,0.0,0.0,71,92,997.7,6.0,213,12.2,188.0,80,bordeaux
2026-01-26 11:00:00,9.1,7.1,0.2,0.0,0.0,86,86,997.3,8.2,229,16.9,265.0,80,bordeaux
2026-01-26 12:00:00,10.3,8.2,0.2,0.0,0.0,100,82,996.9,9.9,237,20.2,299.0,80,bordeaux
2026-01-26 13:00:00,10.4,8.3,0.4,0.1,0.0,100,82,996.3,9.5,241,20.5,260.0,61,bordeaux
2026-01-26 14:00:00,9.8,8.0,0.4,0.1,0.0,100,84,995.7,8.0,243,19.4,178.0,61,bordeaux
2026-01-26 15:00:00,9.2,7.5,0.4,0.1,0.0,100,87,995.1,7.2,243,18.7,107.0,61,bordeaux
2026-01-26 16:00:00,8.8,6.9,0.0,0.0,0.0,100,89,994.7,7.5,235,18.4,67.0,3,bordeaux
2026-01-26 17:00:00,8.3,6.3,0.0,0.0,0.0,100,92,994.3,8.4,223,18.4,21.0,3,bordeaux
2026-01-26 18:00:00,7.9,5.7,0.0,0.0,0.0,100,94,993.8,9.5,217,18.4,0.0,3,bordeaux
2026-01-26 19:00:00,7.6,5.3,0.0,0.1,0.0,100,95,993.2,10.3,216,19.4,0.0,61,bordeaux
2026-01-26 20:00:00,7.5,5.1,0.0,0.1,0.0,100,95,992.4,10.8,217,20.9,0.0,61,bordeaux
2026-01-26 21:00:00,7.3,4.9,0.0,0.1,0.0,100,95,991.8,10.5,218,20.5,0.0,61,bordeaux
2026-01-26 22:00:00,7.1,4.9,0.2,0.2,0.0,100,95,991.3,8.7,218,17.3,0.0,61,bordeaux
2026-01-26 23:00:00,6.8,5.1,0.2,0.2,0.0,100,95,990.9,5.4,217,12.2,0.0,61,bordeaux
2026-01-20 00:00:00,9.6,7.2,0.1,0.1,0.0,100,84,1011.5,11.3,158,25.2,0.0,61,london
2026-01-20 01:00:00,9.7,7.5,0.1,0.1,0.0,93,86,1010.9,10.3,155,24.5,0.0,80,london
2026-01-20 02:00:00,9.7,7.7,0.0,0.0,0.0,88,87,1010.3,9.5,171,21.6,0.0,3,london
2026-01-20 03:00:00,9.6,7.4,0.2,0.2,0.0,96,87,1010.2,10.7,160,23.8,0.0,80,london
2026-01-20 04:00:00,9.7,7.5,0.0,0.0,0.0,93,85,1010.6,10.4,178,22.3,0.0,3,london
2026-01-20 05:00:00,9.4,6.7,0.0,0.0,0.0,94,80,1010.5,12.3,185,27.7,0.0,3,london
2026-01-20 06:00:00,9.1,6.3,0.0,0.0,0.0,62,81,1010.1,12.3,165,27.4,0.0,2,london
2026-01-20 07:00:00,8.9,6.0,0.0,0.0,0.0,93,81,1009.4,12.5,162,27.7,0.0,3,london
2026-01-20 08:00:00,8.8,6.0,0.0,0.0,0.0,83,82,1009.3,12.2,161,28.1,0.0,3,london
2026-01-20 09:00:00,9.0,6.3,0.0,0.0,0.0,47,79,1009.5,11.0,161,27.7,27.8,2,london
2026-01-20 10:00:00,9.3,6.2,0.0,0.0,0.0,40,75,1008.9,12.9,162,28.8,118.5,1,london
2026-01-20 11:00:00,10.0,5.8,0.0,0.0,0.0,80,70,1008.8,19.7,171,41.0,144.8,2,london
2026-01-20 12:00:00,10.5,6.5,0.0,0.0,0.0,69,66,1007.9,18.4,168,39.2,203.0,2,london
2026-01-20 13:00:00,10.5,6.2,0.0,0.0,0.0,37,66,1006.9,20.5,165,45.0,228.0,2,london
2026-01-20 14:00:00,10.6,6.2,0.0,0.0,0.0,54,63,1006.5,19.8,170,47.9,199.5,2,london
2026-01-20 15:00:00,10.5,5.9,0.0,0.0,0.0,0,60,1005.7,20.1,159,44.3,137.0,1,london
2026-01-20 16:00:00,9.9,6.3,0.0,0.0,0.0,70,70,1004.9,15.9,147,38.9,58.2,2,london
2026-01-20 17:00:00,9.3,5.8,0.0,0.0,0.0,77,77,1004.1,16.3,139,34.9,3.0,2,london
2026-01-20 18:00:00,9.1,5.5,0.0,0.0,0.0,63,78,1003.4,16.6,138,36.7,0.0,2,london
2026-01-20 19:00:00,9.0,5.1,0.0,0.0,0.0,68,77,1002.7,18.4,141,39.6,0.0,2,london
2026-01-20 20:00:00,9.2,5.0,0.0,0.0,0.0,100,77,1002.0,20.6,147,43.6,0.0,3,london
2026-01-20 21:00:00,9.4,5.8,0.0,0.0,0.0,100,75,1001.2,16.8,149,43.6,0.0,3,london
2026-01-20 22:00:00,9.2,5.7,0.5,0.5,0.0,100,79,1000.3,16.4,154,36.4,0.0,61,london
2026-01-20 23:00:00,9.0,5.7,1.3,1.3,0.0,100,80,999.4,15.5,168,35.6,0.0,61,london
2026-01-21 00:00:00,8.6,5.1,1.1,1.1,0.0,100,78,998.8,15.9,174,40.3,0.0,61,london
2026-01-21 01:00:00,8.5,4.9,1.2,1.1,0.0,100,77,998.1,15.9,183,36.0,0.0,61,london
2026-01-21 02:00:00,8.3,5.0,1.7,1.7,0.0,100,80,997.3,14.8,180,31.3,0.0,61,london
2026-01-21 03:00:00,8.1,5.5,0.5,0.5,0.0,95,83,996.4,10.1,178,32.4,0.0,80,london
2026-01-21 04:00:00,7.9,5.2,0.0,0.0,0.0,79,79,995.6,9.8,188,26.6,0.0,2,london
2026-01-21 05:00:00,7.6,4.8,0.0,0.0,0.0,53,82,995.4,10.2,188,22.3,0.0,2,london
2026-01-21 06:00:00,7.3,4.7,0.0,0.0,0.0,32,82,994.8,8.3,175,22.3,0.0,1,london
2026-01-21 07:00:00,7.0,4.6,0.0,0.0,0.0,53,82,994.2,6.6,139,17.3,0.0,2,london
2026-01-21 08:00:00,6.8,4.2,0.0,0.0,0.0,100,82,993.5,8.4,137,17.3,0.0,3,london
2026-01-21 09:00:00,6.7,3.7,0.0,0.0,0.0,100,85,992.3,11.3,121,23.8,27.0,3,london
2026-01-21 10:00:00,7.4,4.2,0.0,0.0,0.0,100,86,990.9,14.2,114,30.6,44.0,3,london
2026-01-21 11:00:00,8.5,5.3,0.8,0.8,0.0,100,88,989.5,16.1,130,34.2,26.0,61,london
2026-01-21 12:00:00,9.4,6.1,1.6,1.6,0.0,100,85,988.6,17.4,150,37.8,28.2,61,london
2026-01-21 13:00:00,9.9,6.2,1.6,1.6,0.0,100,82,988.2,20.0,162,42.5,34.5,61,london
2026-01-21 14:00:00,9.9,6.2,1.6,1.6,0.0,100,81,987.6,20.1,159,46.1,32.8,61,london
2026-01-21 15:00:00,9.8,6.1,1.3,1.3,0.0,100,80,987.2,18.8,154,42.5,29.0,61,london
2026-01-21 16:00:00,9.6,5.9,1.2,1.2,0.0,100,81,987.1,19.5,150,43.2,12.8,61,london
2026-01-21 17:00:00,9.9,6.4,0.9,0.9,0.0,99,79,987.1,18.1,145,42.1,1.0,61,london
2026-01-21 18:00:00,10.1,6.8,0.8,0.8,0.0,100,80,987.3,17.1,145,39.6,0.0,61,london
2026-01-21 19:00:00,10.3,7.1,0.9,0.9,0.0,100,81,987.4,17.1,145,37.1,0.0,61,london
2026-01-21 20:00:00,10.3,7.1,0.0,0.0,0.0,100,80,987.4,16.3,137,36.7,0.0,61,london
2026-01-21 21:00:00,10.2,7.1,0.0,0.0,0.0,100,80,987.4,15.6,142,35.3,0.0,61,london
2026-01-21 22:00:00,10.3,7.3,0.2,0.2,0.0,100,79,987.5,15.4,147,32.8,0.0,61,london
2026-01-21 23:00:00,10.0,7.1,0.2,0.2,0.0,100,80,987.6,14.4,143,33.5,0.0,61,london
